É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:32:21

,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{,çbï{
2017/2/12,4.1,8,1,9.6,8,1,-1.3,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,27,8,1
2017/2/13,3.0,8,1,10.9,8,1,-4.0,8,1,0,1,8,1,8.9,0,8,1,0,1,8,1,34,8,1
2017/2/14,2.1,8,1,9.7,8,1,-4.2,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,41,8,1
2017/2/15,2.9,8,1,11.6,8,1,-4.7,8,1,0,1,8,1,10.1,0,8,1,0,1,8,1,40,8,1
2017/2/16,4.5,8,1,13.8,8,1,-3.7,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,48,8,1
2017/2/17,6.1,8,1,13.1,8,1,-1.1,8,1,0.5,0,8,1,4.2,0,8,1,0,1,8,1,71,8,1
2017/2/18,6.2,8,1,12.0,8,1,1.6,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,58,8,1
2017/2/19,5.5,8,1,11.8,8,1,-0.4,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,29,8,1
2017/2/20,7.0,8,1,16.8,8,1,1.4,8,1,3.5,0,8,1,2.5,0,8,1,0,1,8,1,54,8,1
2017/2/21,4.8,8,1,8.9,8,1,0.8,8,1,0.0,0,8,1,10.1,0,8,1,0,1,8,1,26,8,1
2017/2/22,4.6,8,1,11.1,8,1,-3.4,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,48,8,1
2017/2/23,9.7,8,1,16.3,8,1,4.8,8,1,10.5,0,8,1,3.9,0,8,1,0,1,8,1,65,8,1
2017/2/24,7.4,8,1,12.7,8,1,3.4,8,1,0.0,0,8,1,8.9,0,8,1,0,1,8,1,31,8,1
2017/2/25,5.7,8,1,12.9,8,1,-0.9,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,49,8,1
2017/2/26,6.3,8,1,13.8,8,1,-1.1,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,50,8,1
2017/2/27,6.3,8,1,11.4,8,1,0.2,8,1,0.0,0,8,1,4.1,0,8,1,0,1,8,1,50,8,1
2017/2/28,6.9,8,1,13.0,8,1,2.9,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,51,8,1
2017/3/1,7.1,8,1,13.7,8,1,3.3,8,1,10.0,0,8,1,6.6,0,8,1,0,1,8,1,62,8,1
2017/3/2,5.4,8,1,6.6,8,1,4.0,8,1,5.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2017/3/3,7.7,8,1,14.6,8,1,2.1,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,51,8,1
2017/3/4,6.3,8,1,15.2,8,1,-1.0,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,53,8,1
2017/3/5,8.2,8,1,16.7,8,1,-0.2,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,55,8,1
2017/3/6,7.1,8,1,11.0,8,1,3.1,8,1,0,1,8,1,2.3,0,8,1,0,1,8,1,66,8,1
2017/3/7,5.3,8,1,12.3,8,1,-0.1,8,1,0.0,0,8,1,7.2,0,8,1,0,1,8,1,44,8,1
2017/3/8,3.7,8,1,11.2,8,1,-3.4,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,36,8,1
2017/3/9,4.9,8,1,13.4,8,1,-2.7,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,38,8,1
2017/3/10,6.2,8,1,13.2,8,1,-1.7,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,33,8,1
2017/3/11,6.8,8,1,14.1,8,1,0.8,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,32,8,1
2017/3/12,7.5,8,1,14.6,8,1,0.5,8,1,0.0,0,8,1,9.9,0,8,1,0,1,8,1,47,8,1
2017/3/13,8.8,8,1,14.2,8,1,4.9,8,1,0.0,0,8,1,3.9,0,8,1,0,1,8,1,64,8,1
2017/3/14,9.1,8,1,15.5,8,1,5.9,8,1,6.5,0,8,1,2.4,0,8,1,0,1,8,1,69,8,1
2017/3/15,8.6,8,1,13.7,8,1,3.6,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,36,8,1
2017/3/16,8.5,8,1,16.0,8,1,2.3,8,1,0.0,0,8,1,10.3,0,8,1,0,1,8,1,40,8,1
2017/3/17,7.1,8,1,14.8,8,1,0.9,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,49,8,1
2017/3/18,7.2,8,1,13.9,8,1,0.3,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,52,8,1
2017/3/19,9.9,8,1,18.6,8,1,1.1,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,39,8,1
2017/3/20,10.7,8,1,18.7,8,1,2.3,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,38,8,1
2017/3/21,7.2,8,1,10.8,8,1,4.4,8,1,16.0,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2017/3/22,8.6,8,1,14.5,8,1,4.1,8,1,0.0,0,8,1,11.3,0,8,1,0,1,8,1,37,8,1
2017/3/23,7.3,8,1,14.1,8,1,0.6,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,49,8,1
2017/3/24,7.4,8,1,13.3,8,1,2.1,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,37,8,1
2017/3/25,6.8,8,1,13.6,8,1,-0.3,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,44,8,1
2017/3/26,5.6,8,1,8.0,8,1,3.3,8,1,13.0,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2017/3/27,6.9,8,1,13.7,8,1,2.1,8,1,7.0,0,8,1,5.8,0,8,1,0,1,8,1,56,8,1
2017/3/28,6.5,8,1,13.7,8,1,-0.3,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,56,8,1
2017/3/29,7.8,8,1,15.8,8,1,0.7,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,56,8,1
2017/3/30,10.8,8,1,20.0,8,1,2.2,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,52,8,1
2017/3/31,7.2,8,1,11.7,8,1,3.9,8,1,10.0,0,8,1,0.0,0,8,1,0,1,8,1,61,8,1
2017/4/1,6.0,8,1,8.8,8,1,3.7,8,1,1.5,0,8,1,0.1,0,8,1,0,1,8,1,74,8,1
2017/4/2,8.4,8,1,15.4,8,1,3.9,8,1,0.0,0,8,1,9.0,0,8,1,0,1,8,1,60,8,1
2017/4/3,9.3,8,1,17.6,8,1,3.6,8,1,0.0,0,8,1,9.0,0,8,1,0,1,8,1,49,8,1
2017/4/4,11.1,8,1,20.2,8,1,2.8,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,49,8,1
2017/4/5,13.4,8,1,21.2,8,1,8.0,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,59,8,1
2017/4/6,14.8,8,1,20.6,8,1,10.5,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,61,8,1
2017/4/7,16.9,8,1,21.4,8,1,13.1,8,1,0.5,0,8,1,1.6,0,8,1,0,1,8,1,69,8,1
2017/4/8,17.6,8,1,21.2,8,1,14.4,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,77,8,1
2017/4/9,16.4,8,1,20.7,8,1,11.0,8,1,3.5,0,8,1,0.6,0,8,1,0,1,8,1,70,8,1
2017/4/10,11.1,8,1,17.4,8,1,6.8,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,46,8,1
2017/4/11,7.5,8,1,9.1,8,1,6.4,8,1,27.5,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2017/4/12,12.5,8,1,22.9,8,1,5.2,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,54,8,1
2017/4/13,12.5,8,1,19.9,8,1,4.2,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,29,8,1
2017/4/14,13.4,8,1,23.1,8,1,4.1,8,1,0,1,8,1,11.7,0,8,1,0,1,8,1,45,8,1
2017/4/15,15.0,8,1,21.5,8,1,7.5,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,47,8,1
2017/4/16,17.2,8,1,26.7,8,1,7.2,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,40,8,1
2017/4/17,15.5,8,1,22.7,8,1,10.1,8,1,23.0,0,8,1,2.9,0,8,1,0,1,8,1,59,8,1
2017/4/18,19.8,8,1,29.5,8,1,12.7,8,1,17.5,0,8,1,10.4,0,8,1,0,1,8,1,57,8,1
2017/4/19,15.5,8,1,22.9,8,1,11.3,8,1,0.0,0,8,1,9.6,0,8,1,0,1,8,1,40,8,1
2017/4/20,14.3,8,1,22.0,8,1,6.2,8,1,0,1,8,1,10.5,0,8,1,0,1,8,1,42,8,1
2017/4/21,14.6,8,1,19.6,8,1,11.0,8,1,0.0,0,8,1,2.7,0,8,1,0,1,8,1,61,8,1
2017/4/22,14.0,8,1,21.8,8,1,9.4,8,1,2.5,0,8,1,5.0,0,8,1,0,1,8,1,62,8,1
2017/4/23,13.9,8,1,21.1,8,1,7.2,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,45,8,1
2017/4/24,15.1,8,1,21.8,8,1,11.5,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,54,8,1
2017/4/25,15.8,8,1,23.3,8,1,12.0,8,1,0,1,8,1,10.7,0,8,1,0,1,8,1,52,8,1
2017/4/26,15.5,8,1,21.0,8,1,12.1,8,1,0.0,0,8,1,1.6,0,8,1,0,1,8,1,55,8,1
2017/4/27,15.4,8,1,21.7,8,1,11.7,8,1,0.0,0,8,1,2.9,0,8,1,0,1,8,1,52,8,1
2017/4/28,15.2,8,1,23.5,8,1,8.6,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,42,8,1
2017/4/29,15.2,8,1,23.2,8,1,8.0,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,44,8,1
2017/4/30,16.4,8,1,26.3,8,1,6.9,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,47,8,1
2017/5/1,16.2,8,1,22.3,8,1,10.5,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,53,8,1
2017/5/2,15.8,8,1,25.1,8,1,6.6,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,42,8,1
2017/5/3,16.1,8,1,24.7,8,1,9.6,8,1,0,1,8,1,8.0,0,8,1,0,1,8,1,54,8,1
2017/5/4,17.4,8,1,25.5,8,1,11.8,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,52,8,1
2017/5/5,18.6,8,1,29.0,8,1,10.0,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,54,8,1
2017/5/6,20.0,8,1,27.1,8,1,12.8,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,65,8,1
2017/5/7,20.9,8,1,28.2,8,1,15.2,8,1,0,1,8,1,5.1,0,8,1,0,1,8,1,41,8,1
2017/5/8,21.3,8,1,31.4,8,1,10.2,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,24,8,1
2017/5/9,19.2,8,1,23.8,8,1,14.2,8,1,0.0,0,8,1,0.2,0,8,1,0,1,8,1,42,8,1
2017/5/10,16.0,8,1,18.2,8,1,13.3,8,1,3.0,0,8,1,0.0,0,8,1,0,1,8,1,77,8,1
2017/5/11,21.4,8,1,28.1,8,1,15.7,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,48,8,1
2017/5/12,21.7,8,1,29.8,8,1,13.4,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,43,8,1
2017/5/13,15.9,8,1,19.7,8,1,13.6,8,1,19.5,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2017/5/14,18.5,8,1,23.5,8,1,14.2,8,1,0,1,8,1,2.5,0,8,1,0,1,8,1,71,8,1
2017/5/15,19.6,8,1,24.6,8,1,15.5,8,1,0.0,0,8,1,3.5,0,8,1,0,1,8,1,64,8,1
2017/5/16,18.3,8,1,24.9,8,1,13.2,8,1,0,1,8,1,5.4,0,8,1,0,1,8,1,60,8,1
2017/5/17,17.7,8,1,22.8,8,1,14.8,8,1,5.0,0,8,1,1.1,0,8,1,0,1,8,1,64,8,1
2017/5/18,18.6,8,1,23.7,8,1,14.2,8,1,0.0,0,8,1,8.2,0,8,1,0,1,8,1,62,8,1
2017/5/19,20.1,8,1,28.7,8,1,13.3,8,1,0,1,8,1,12.9,0,8,1,0,1,8,1,59,8,1
2017/5/20,22.8,8,1,32.0,8,1,15.4,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,53,8,1
2017/5/21,23.7,8,1,32.8,8,1,16.5,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,54,8,1
2017/5/22,22.6,8,1,31.4,8,1,17.5,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,64,8,1
2017/5/23,22.6,8,1,29.7,8,1,19.4,8,1,0,1,8,1,7.7,0,8,1,0,1,8,1,62,8,1
2017/5/24,21.2,8,1,25.8,8,1,17.9,8,1,0.0,0,8,1,1.1,0,8,1,0,1,8,1,59,8,1
2017/5/25,18.6,8,1,19.8,8,1,17.3,8,1,2.5,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2017/5/26,18.6,8,1,21.5,8,1,16.8,8,1,15.5,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2017/5/27,21.3,8,1,28.0,8,1,16.7,8,1,0.5,0,8,1,11.1,0,8,1,0,1,8,1,61,8,1
2017/5/28,21.2,8,1,27.6,8,1,16.7,8,1,0,1,8,1,9.9,0,8,1,0,1,8,1,54,8,1
2017/5/29,21.7,8,1,30.2,8,1,15.6,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,57,8,1
2017/5/30,23.4,8,1,33.1,8,1,15.6,8,1,0,1,8,1,11.4,0,8,1,0,1,8,1,59,8,1
2017/5/31,22.7,8,1,29.5,8,1,18.8,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,66,8,1
2017/6/1,22.5,8,1,29.3,8,1,18.2,8,1,0.0,0,8,1,4.9,0,8,1,0,1,8,1,59,8,1
2017/6/2,20.9,8,1,27.8,8,1,14.9,8,1,3.5,0,8,1,12.4,0,8,1,0,1,8,1,41,8,1
2017/6/3,19.6,8,1,28.8,8,1,11.1,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,36,8,1
2017/6/4,20.2,8,1,28.1,8,1,13.6,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,37,8,1
2017/6/5,19.9,8,1,26.7,8,1,13.0,8,1,0.0,0,8,1,9.8,0,8,1,0,1,8,1,40,8,1
2017/6/6,20.2,8,1,26.9,8,1,16.3,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,54,8,1
2017/6/7,19.1,8,1,22.8,8,1,16.0,8,1,2.0,0,8,1,0.1,0,8,1,0,1,8,1,68,8,1
2017/6/8,19.1,8,1,23.4,8,1,15.7,8,1,0.0,0,8,1,0.9,0,8,1,0,1,8,1,74,8,1
2017/6/9,22.9,8,1,30.0,8,1,16.7,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,61,8,1
2017/6/10,23.2,8,1,30.1,8,1,17.3,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,48,8,1
2017/6/11,21.5,8,1,27.5,8,1,16.0,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,48,8,1
2017/6/12,20.6,8,1,26.7,8,1,15.2,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,46,8,1
2017/6/13,20.9,8,1,27.9,8,1,17.2,8,1,0.0,0,8,1,6.1,0,8,1,0,1,8,1,49,8,1
2017/6/14,21.3,8,1,28.6,8,1,17.1,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,50,8,1
2017/6/15,21.6,8,1,29.8,8,1,15.0,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,56,8,1
2017/6/16,24.6,8,1,32.7,8,1,18.2,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,44,8,1
2017/6/17,23.4,8,1,31.2,8,1,17.7,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,45,8,1
2017/6/18,20.8,8,1,24.2,8,1,17.7,8,1,0.5,0,8,1,0.0,0,8,1,0,1,8,1,58,8,1
2017/6/19,23.0,8,1,32.5,8,1,16.0,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,56,8,1
2017/6/20,24.0,8,1,32.8,8,1,16.2,8,1,0,1,8,1,10.9,0,8,1,0,1,8,1,53,8,1
2017/6/21,19.4,8,1,22.4,8,1,17.3,8,1,45.0,0,8,1,0.1,0,8,1,0,1,8,1,82,8,1
2017/6/22,22.5,8,1,28.9,8,1,18.4,8,1,0,1,8,1,2.3,0,8,1,0,1,8,1,70,8,1
2017/6/23,24.2,8,1,31.4,8,1,18.6,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,58,8,1
2017/6/24,23.9,8,1,31.1,8,1,17.8,8,1,0.0,0,8,1,8.1,0,8,1,0,1,8,1,57,8,1
2017/6/25,22.4,8,1,25.5,8,1,19.8,8,1,4.5,0,8,1,0.1,0,8,1,0,1,8,1,75,8,1
2017/6/26,24.4,8,1,30.7,8,1,20.8,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,65,8,1
2017/6/27,23.8,8,1,29.3,8,1,20.4,8,1,1.0,0,8,1,1.9,0,8,1,0,1,8,1,70,8,1
2017/6/28,22.9,8,1,27.2,8,1,20.7,8,1,5.5,0,8,1,0.2,0,8,1,0,1,8,1,79,8,1
2017/6/29,25.0,8,1,30.5,8,1,21.5,8,1,0.0,0,8,1,3.1,0,8,1,0,1,8,1,67,8,1
2017/6/30,23.2,8,1,25.5,8,1,21.3,8,1,2.5,0,8,1,0.6,0,8,1,0,1,8,1,80,8,1
2017/7/1,24.2,8,1,27.9,8,1,21.8,8,1,6.5,0,8,1,1.5,0,8,1,0,1,8,1,82,8,1
2017/7/2,25.8,8,1,30.2,8,1,23.0,8,1,2.0,0,8,1,2.1,0,8,1,0,1,8,1,76,8,1
2017/7/3,27.3,8,1,33.0,8,1,22.9,8,1,0,1,8,1,3.3,0,8,1,0,1,8,1,68,8,1
2017/7/4,24.6,8,1,27.6,8,1,22.4,8,1,59.5,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2017/7/5,25.6,8,1,29.4,8,1,21.6,8,1,0,1,8,1,1.8,0,8,1,0,1,8,1,76,8,1
2017/7/6,26.5,8,1,31.8,8,1,22.7,8,1,0.0,0,8,1,10.0,0,8,1,0,1,8,1,62,8,1
2017/7/7,26.4,8,1,34.4,8,1,22.0,8,1,4.5,0,8,1,9.1,0,8,1,0,1,8,1,66,8,1
2017/7/8,27.5,8,1,35.4,8,1,21.5,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,61,8,1
2017/7/9,27.6,8,1,33.3,8,1,22.7,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,63,8,1
2017/7/10,28.1,8,1,35.1,8,1,23.3,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,60,8,1
2017/7/11,28.0,8,1,34.1,8,1,24.2,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,64,8,1
2017/7/12,28.9,8,1,35.0,8,1,25.2,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,65,8,1
2017/7/13,27.7,8,1,32.9,8,1,25.3,8,1,0.0,0,8,1,3.9,0,8,1,0,1,8,1,68,8,1
2017/7/14,26.9,8,1,32.3,8,1,23.5,8,1,8.0,0,8,1,4.3,0,8,1,0,1,8,1,72,8,1
2017/7/15,28.4,8,1,36.1,8,1,24.5,8,1,0,1,8,1,9.4,0,8,1,0,1,8,1,64,8,1
2017/7/16,29.0,8,1,34.3,8,1,24.9,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,63,8,1
2017/7/17,29.5,8,1,36.1,8,1,25.1,8,1,0.0,0,8,1,6.7,0,8,1,0,1,8,1,55,8,1
2017/7/18,28.6,8,1,36.3,8,1,23.9,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,56,8,1
2017/7/19,27.1,8,1,34.0,8,1,22.2,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,57,8,1
2017/7/20,27.9,8,1,35.1,8,1,22.2,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,58,8,1
2017/7/21,28.6,8,1,35.2,8,1,23.3,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,59,8,1
2017/7/22,28.3,8,1,35.1,8,1,24.5,8,1,1.0,0,8,1,7.3,0,8,1,0,1,8,1,64,8,1
2017/7/23,26.1,8,1,28.0,8,1,24.5,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,75,8,1
2017/7/24,28.5,8,1,34.5,8,1,24.7,8,1,0.0,0,8,1,5.1,0,8,1,0,1,8,1,67,8,1
2017/7/25,29.0,8,1,33.7,8,1,25.8,8,1,0.0,0,8,1,3.4,0,8,1,0,1,8,1,67,8,1
2017/7/26,27.6,8,1,35.9,8,1,23.2,8,1,3.5,0,8,1,3.5,0,8,1,0,1,8,1,74,8,1
2017/7/27,26.8,8,1,32.7,8,1,21.9,8,1,2.0,0,8,1,6.1,0,8,1,0,1,8,1,67,8,1
2017/7/28,28.5,8,1,34.2,8,1,24.9,8,1,0.0,0,8,1,4.5,0,8,1,0,1,8,1,63,8,1
2017/7/29,26.4,8,1,31.9,8,1,23.4,8,1,27.0,0,8,1,1.7,0,8,1,0,1,8,1,78,8,1
2017/7/30,26.5,8,1,31.3,8,1,23.2,8,1,3.5,0,8,1,1.4,0,8,1,0,1,8,1,76,8,1
2017/7/31,28.8,8,1,35.5,8,1,25.2,8,1,0.5,0,8,1,9.1,0,8,1,0,1,8,1,66,8,1
2017/8/1,27.4,8,1,32.3,8,1,24.8,8,1,1.0,0,8,1,0.7,0,8,1,0,1,8,1,74,8,1
2017/8/2,25.8,8,1,30.8,8,1,23.4,8,1,0.0,0,8,1,1.4,0,8,1,0,1,8,1,71,8,1
2017/8/3,26.1,8,1,31.9,8,1,22.8,8,1,0.0,0,8,1,3.0,0,8,1,0,1,8,1,65,8,1
2017/8/4,27.6,8,1,34.4,8,1,23.6,8,1,0,1,8,1,5.3,0,8,1,0,1,8,1,65,8,1
2017/8/5,28.7,8,1,34.8,8,1,25.3,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,67,8,1
2017/8/6,29.0,8,1,36.7,8,1,25.6,8,1,6.5,0,8,1,7.0,0,8,1,0,1,8,1,68,8,1
2017/8/7,27.0,8,1,32.2,8,1,24.4,8,1,6.5,0,8,1,3.9,0,8,1,0,1,8,1,75,8,1
2017/8/8,26.8,8,1,31.8,8,1,24.7,8,1,6.0,0,8,1,1.0,0,8,1,0,1,8,1,81,8,1
2017/8/9,30.0,8,1,37.5,8,1,24.2,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,62,8,1
2017/8/10,29.0,8,1,34.3,8,1,26.1,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,65,8,1
2017/8/11,27.4,8,1,33.1,8,1,24.2,8,1,2.5,0,8,1,3.3,0,8,1,0,1,8,1,75,8,1
2017/8/12,27.1,8,1,34.3,8,1,24.0,8,1,0.5,0,8,1,5.2,0,8,1,0,1,8,1,74,8,1
2017/8/13,26.8,8,1,32.3,8,1,23.8,8,1,1.5,0,8,1,2.3,0,8,1,0,1,8,1,73,8,1
2017/8/14,26.6,8,1,31.3,8,1,23.4,8,1,1.0,0,8,1,1.8,0,8,1,0,1,8,1,73,8,1
2017/8/15,24.3,8,1,26.9,8,1,22.5,8,1,11.5,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2017/8/16,23.9,8,1,26.0,8,1,22.6,8,1,8.0,0,8,1,0.3,0,8,1,0,1,8,1,86,8,1
2017/8/17,26.8,8,1,32.6,8,1,22.4,8,1,0.0,0,8,1,7.3,0,8,1,0,1,8,1,69,8,1
2017/8/18,25.8,8,1,28.5,8,1,24.6,8,1,2.0,0,8,1,1.3,0,8,1,0,1,8,1,78,8,1
2017/8/19,27.3,8,1,33.4,8,1,22.5,8,1,51.5,0,8,1,6.6,0,8,1,0,1,8,1,73,8,1
2017/8/20,25.8,8,1,30.6,8,1,22.5,8,1,0.0,0,8,1,2.6,0,8,1,0,1,8,1,76,8,1
2017/8/21,27.5,8,1,32.8,8,1,24.2,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,69,8,1
2017/8/22,27.8,8,1,32.0,8,1,24.8,8,1,0.0,0,8,1,3.3,0,8,1,0,1,8,1,71,8,1
2017/8/23,29.3,8,1,36.2,8,1,24.0,8,1,0.0,0,8,1,7.5,0,8,1,0,1,8,1,59,8,1
2017/8/24,29.3,8,1,35.6,8,1,24.2,8,1,0.0,0,8,1,7.9,0,8,1,0,1,8,1,58,8,1
2017/8/25,28.0,8,1,33.0,8,1,23.7,8,1,0.0,0,8,1,1.8,0,8,1,0,1,8,1,66,8,1
2017/8/26,28.8,8,1,34.4,8,1,25.4,8,1,0.0,0,8,1,4.3,0,8,1,0,1,8,1,61,8,1
2017/8/27,27.1,8,1,32.7,8,1,23.5,8,1,0,1,8,1,7.6,0,8,1,0,1,8,1,53,8,1
2017/8/28,26.5,8,1,32.0,8,1,21.6,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,63,8,1
2017/8/29,28.3,8,1,33.9,8,1,24.7,8,1,0,1,8,1,7.5,0,8,1,0,1,8,1,65,8,1
2017/8/30,28.6,8,1,34.2,8,1,25.1,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,63,8,1
2017/8/31,26.7,8,1,32.3,8,1,23.3,8,1,0.0,0,8,1,6.9,0,8,1,0,1,8,1,58,8,1
2017/9/1,24.5,8,1,31.0,8,1,18.1,8,1,6.5,0,8,1,5.5,0,8,1,0,1,8,1,49,8,1
2017/9/2,21.9,8,1,29.3,8,1,16.8,8,1,18.0,0,8,1,7.6,0,8,1,0,1,8,1,69,8,1
2017/9/3,22.8,8,1,29.1,8,1,17.3,8,1,0,1,8,1,8.3,0,8,1,0,1,8,1,59,8,1
2017/9/4,22.9,8,1,28.1,8,1,19.4,8,1,0,1,8,1,4.2,0,8,1,0,1,8,1,62,8,1
2017/9/5,24.3,8,1,29.5,8,1,20.6,8,1,0.0,0,8,1,5.9,0,8,1,0,1,8,1,61,8,1
2017/9/6,21.6,8,1,24.0,8,1,18.4,8,1,13.0,0,8,1,0.1,0,8,1,0,1,8,1,80,8,1
2017/9/7,22.9,8,1,24.9,8,1,20.5,8,1,0.5,0,8,1,0.2,0,8,1,0,1,8,1,82,8,1
2017/9/8,26.0,8,1,32.9,8,1,21.7,8,1,1.0,0,8,1,7.9,0,8,1,0,1,8,1,61,8,1
2017/9/9,24.5,8,1,30.4,8,1,20.1,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,58,8,1
2017/9/10,25.0,8,1,31.6,8,1,20.0,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,62,8,1
2017/9/11,24.7,8,1,29.0,8,1,21.7,8,1,0.0,0,8,1,2.7,0,8,1,0,1,8,1,63,8,1
2017/9/12,23.2,8,1,26.4,8,1,21.0,8,1,1.0,0,8,1,1.1,0,8,1,0,1,8,1,78,8,1
2017/9/13,25.3,8,1,32.1,8,1,20.8,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,65,8,1
2017/9/14,24.5,8,1,31.6,8,1,19.5,8,1,0,1,8,1,9.8,0,8,1,0,1,8,1,59,8,1
