É_ÉEÉìÉçÅ[ÉhÇµÇΩéûçèÅF2026/04/07 17:25:24

,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR,ïxéR
2017/1/28,4.1,8,1,8.5,8,1,0.8,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,81,8,1
2017/1/29,5.3,8,1,8.9,8,1,0.0,8,1,1.0,0,8,1,3.3,0,8,1,0,1,8,1,72,8,1
2017/1/30,6.7,8,1,9.3,8,1,2.6,8,1,23.0,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2017/1/31,2.1,8,1,6.4,8,1,0.0,8,1,0.0,0,8,1,5.5,0,8,1,0,1,8,1,67,8,1
2017/2/1,2.9,8,1,9.2,8,1,-1.0,8,1,3.5,0,8,1,2.7,0,8,1,1,0,8,1,74,8,1
2017/2/2,0.9,8,1,3.9,8,1,-1.5,8,1,10.0,0,8,1,2.0,0,8,1,15,0,8,1,90,8,1
2017/2/3,3.4,8,1,8.5,8,1,0.4,8,1,0.5,0,8,1,3.9,0,8,1,0,1,8,1,79,8,1
2017/2/4,4.8,8,1,12.1,8,1,-0.2,8,1,0,1,8,1,9.2,0,8,1,0,1,8,1,64,8,1
2017/2/5,6.2,8,1,10.0,8,1,1.7,8,1,8.0,0,8,1,0.0,0,8,1,0,1,8,1,80,8,1
2017/2/6,4.3,8,1,7.6,8,1,1.0,8,1,23.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2017/2/7,0.4,8,1,1.7,8,1,-0.5,8,1,4.5,0,8,1,0.1,0,8,1,8,0,8,1,92,8,1
2017/2/8,2.2,8,1,5.9,8,1,-0.2,8,1,0.0,0,8,1,1.2,0,8,1,1,0,8,1,81,8,1
2017/2/9,3.7,8,1,4.9,8,1,1.6,8,1,1.5,0,8,1,0.0,0,8,1,0,1,8,1,79,8,1
2017/2/10,1.7,8,1,4.9,8,1,-1.2,8,1,3.0,0,8,1,0.7,0,8,1,3,0,8,1,79,8,1
2017/2/11,0.7,8,1,4.6,8,1,-1.3,8,1,16.0,0,8,1,2.5,0,8,1,16,0,8,1,87,8,1
2017/2/12,1.2,8,1,3.8,8,1,-0.6,8,1,1.5,0,8,1,2.3,0,8,1,1,0,8,1,92,8,1
2017/2/13,0.6,8,1,4.5,8,1,-1.3,8,1,4.0,0,8,1,1.7,0,8,1,5,0,8,1,90,8,1
2017/2/14,0.9,8,1,3.6,8,1,-1.8,8,1,1.5,0,8,1,2.3,0,8,1,0,1,8,1,85,8,1
2017/2/15,3.6,8,1,8.1,8,1,0.8,8,1,0.0,0,8,1,5.2,0,8,1,1,0,8,1,75,8,1
2017/2/16,8.6,8,1,16.1,8,1,2.1,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,50,8,1
2017/2/17,8.6,8,1,12.4,8,1,3.9,8,1,12.5,0,8,1,0.0,0,8,1,0,1,8,1,72,8,1
2017/2/18,3.6,8,1,8.0,8,1,-0.1,8,1,4.5,0,8,1,5.0,0,8,1,4,0,8,1,81,8,1
2017/2/19,3.2,8,1,7.9,8,1,-1.3,8,1,3.5,0,8,1,7.1,0,8,1,3,0,8,1,73,8,1
2017/2/20,6.6,8,1,9.4,8,1,2.2,8,1,47.0,0,8,1,0.0,0,8,1,0,1,8,1,78,8,1
2017/2/21,1.2,8,1,3.9,8,1,-1.2,8,1,1.5,0,8,1,1.7,0,8,1,0,1,8,1,85,8,1
2017/2/22,3.4,8,1,9.4,8,1,-2.2,8,1,1.0,0,8,1,5.4,0,8,1,0,1,8,1,65,8,1
2017/2/23,7.9,8,1,11.8,8,1,2.5,8,1,26.5,0,8,1,0.0,0,8,1,0,1,8,1,87,8,1
2017/2/24,2.5,8,1,6.1,8,1,0.7,8,1,1.0,0,8,1,2.9,0,8,1,0,1,8,1,77,8,1
2017/2/25,4.9,8,1,10.8,8,1,0.5,8,1,1.0,0,8,1,7.3,0,8,1,1,0,8,1,68,8,1
2017/2/26,4.5,8,1,10.0,8,1,1.6,8,1,6.0,0,8,1,1.4,0,8,1,0,1,8,1,85,8,1
2017/2/27,3.3,8,1,6.1,8,1,0.9,8,1,1.0,0,8,1,1.6,0,8,1,0,1,8,1,77,8,1
2017/2/28,3.7,8,1,8.3,8,1,-1.3,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,74,8,1
2017/3/1,5.4,8,1,10.1,8,1,-0.3,8,1,0,1,8,1,7.3,0,8,1,0,1,8,1,71,8,1
2017/3/2,6.6,8,1,12.0,8,1,1.6,8,1,1.5,0,8,1,1.8,0,8,1,0,1,8,1,82,8,1
2017/3/3,5.9,8,1,10.6,8,1,1.4,8,1,5.5,0,8,1,5.6,0,8,1,0,1,8,1,70,8,1
2017/3/4,7.1,8,1,15.6,8,1,-0.3,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,61,8,1
2017/3/5,7.6,8,1,12.6,8,1,2.3,8,1,0,1,8,1,6.7,0,8,1,0,1,8,1,73,8,1
2017/3/6,8.5,8,1,16.2,8,1,4.1,8,1,3.0,0,8,1,0.6,0,8,1,0,1,8,1,68,8,1
2017/3/7,2.1,8,1,6.1,8,1,0.2,8,1,10.0,0,8,1,0.6,0,8,1,4,0,8,1,90,8,1
2017/3/8,2.4,8,1,7.1,8,1,0.1,8,1,7.5,0,8,1,5.7,0,8,1,5,0,8,1,87,8,1
2017/3/9,4.0,8,1,8.1,8,1,0.8,8,1,5.0,0,8,1,1.6,0,8,1,0,1,8,1,86,8,1
2017/3/10,5.0,8,1,10.6,8,1,1.8,8,1,5.0,0,8,1,3.4,0,8,1,0,1,8,1,79,8,1
2017/3/11,5.2,8,1,9.4,8,1,1.8,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,68,8,1
2017/3/12,4.9,8,1,10.2,8,1,0.1,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,69,8,1
2017/3/13,9.8,8,1,17.0,8,1,2.5,8,1,8.0,0,8,1,6.9,0,8,1,0,1,8,1,65,8,1
2017/3/14,7.2,8,1,10.6,8,1,3.5,8,1,2.5,0,8,1,1.4,0,8,1,0,1,8,1,75,8,1
2017/3/15,4.9,8,1,9.7,8,1,1.6,8,1,16.5,0,8,1,2.4,0,8,1,0,1,8,1,90,8,1
2017/3/16,6.0,8,1,9.7,8,1,3.2,8,1,2.0,0,8,1,4.0,0,8,1,0,1,8,1,75,8,1
2017/3/17,6.4,8,1,11.5,8,1,2.5,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,65,8,1
2017/3/18,8.1,8,1,14.5,8,1,2.2,8,1,0.0,0,8,1,8.0,0,8,1,0,1,8,1,65,8,1
2017/3/19,9.8,8,1,16.0,8,1,5.7,8,1,0.0,0,8,1,6.2,0,8,1,0,1,8,1,64,8,1
2017/3/20,8.5,8,1,14.9,8,1,2.5,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,64,8,1
2017/3/21,7.0,8,1,8.5,8,1,5.2,8,1,27.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2017/3/22,7.0,8,1,12.2,8,1,3.6,8,1,0.0,0,8,1,4.6,0,8,1,0,1,8,1,66,8,1
2017/3/23,7.2,8,1,12.1,8,1,3.7,8,1,1.5,0,8,1,2.1,0,8,1,0,1,8,1,70,8,1
2017/3/24,4.7,8,1,8.8,8,1,2.0,8,1,2.0,0,8,1,3.6,0,8,1,0,1,8,1,73,8,1
2017/3/25,5.2,8,1,9.9,8,1,0.4,8,1,0,1,8,1,11.2,0,8,1,0,1,8,1,66,8,1
2017/3/26,6.2,8,1,11.1,8,1,1.4,8,1,0.0,0,8,1,5.6,0,8,1,0,1,8,1,76,8,1
2017/3/27,6.8,8,1,10.0,8,1,4.7,8,1,10.5,0,8,1,0.4,0,8,1,0,1,8,1,82,8,1
2017/3/28,6.8,8,1,13.0,8,1,1.8,8,1,0.5,0,8,1,6.8,0,8,1,0,1,8,1,75,8,1
2017/3/29,8.9,8,1,15.7,8,1,2.5,8,1,0,1,8,1,8.7,0,8,1,0,1,8,1,61,8,1
2017/3/30,12.0,8,1,18.8,8,1,6.3,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,57,8,1
2017/3/31,8.0,8,1,9.3,8,1,7.0,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,68,8,1
2017/4/1,7.6,8,1,10.2,8,1,5.3,8,1,0,1,8,1,4.6,0,8,1,0,1,8,1,63,8,1
2017/4/2,6.9,8,1,12.1,8,1,2.2,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,60,8,1
2017/4/3,9.1,8,1,15.7,8,1,1.9,8,1,1.0,0,8,1,5.3,0,8,1,0,1,8,1,58,8,1
2017/4/4,10.8,8,1,16.9,8,1,5.3,8,1,0,1,8,1,10.8,0,8,1,0,1,8,1,69,8,1
2017/4/5,15.6,8,1,24.6,8,1,5.2,8,1,0,1,8,1,6.8,0,8,1,0,1,8,1,47,8,1
2017/4/6,17.1,8,1,19.9,8,1,14.2,8,1,1.5,0,8,1,3.0,0,8,1,0,1,8,1,53,8,1
2017/4/7,14.9,8,1,21.6,8,1,11.0,8,1,19.5,0,8,1,1.0,0,8,1,0,1,8,1,90,8,1
2017/4/8,15.3,8,1,21.5,8,1,10.6,8,1,0.0,0,8,1,0.3,0,8,1,0,1,8,1,88,8,1
2017/4/9,10.4,8,1,12.5,8,1,6.7,8,1,8.0,0,8,1,0.0,0,8,1,0,1,8,1,90,8,1
2017/4/10,9.2,8,1,15.0,8,1,4.1,8,1,0,1,8,1,10.2,0,8,1,0,1,8,1,72,8,1
2017/4/11,11.5,8,1,14.7,8,1,7.6,8,1,30.0,0,8,1,0.0,0,8,1,0,1,8,1,81,8,1
2017/4/12,9.7,8,1,12.7,8,1,4.3,8,1,0.0,0,8,1,2.2,0,8,1,0,1,8,1,77,8,1
2017/4/13,9.2,8,1,16.3,8,1,2.9,8,1,0.0,0,8,1,5.4,0,8,1,0,1,8,1,59,8,1
2017/4/14,15.9,8,1,23.9,8,1,6.1,8,1,0,1,8,1,10.4,0,8,1,0,1,8,1,38,8,1
2017/4/15,17.0,8,1,19.8,8,1,14.2,8,1,0.0,0,8,1,1.2,0,8,1,0,1,8,1,53,8,1
2017/4/16,18.6,8,1,26.2,8,1,12.6,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,58,8,1
2017/4/17,15.3,8,1,20.4,8,1,9.7,8,1,4.0,0,8,1,3.6,0,8,1,0,1,8,1,71,8,1
2017/4/18,15.3,8,1,19.2,8,1,10.0,8,1,6.0,0,8,1,10.6,0,8,1,0,1,8,1,75,8,1
2017/4/19,12.7,8,1,16.6,8,1,8.1,8,1,6.5,0,8,1,2.9,0,8,1,0,1,8,1,68,8,1
2017/4/20,11.5,8,1,16.4,8,1,5.9,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,70,8,1
2017/4/21,14.6,8,1,21.1,8,1,10.3,8,1,0,1,8,1,2.1,0,8,1,0,1,8,1,70,8,1
2017/4/22,10.8,8,1,15.2,8,1,6.6,8,1,0.0,0,8,1,5.3,0,8,1,0,1,8,1,73,8,1
2017/4/23,9.9,8,1,15.3,8,1,4.9,8,1,0,1,8,1,12.6,0,8,1,0,1,8,1,66,8,1
2017/4/24,13.3,8,1,21.0,8,1,4.5,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,61,8,1
2017/4/25,20.0,8,1,26.0,8,1,15.1,8,1,0.0,0,8,1,9.4,0,8,1,0,1,8,1,42,8,1
2017/4/26,14.5,8,1,18.5,8,1,10.4,8,1,24.0,0,8,1,0.0,0,8,1,0,1,8,1,85,8,1
2017/4/27,12.6,8,1,18.1,8,1,8.8,8,1,1.0,0,8,1,9.5,0,8,1,0,1,8,1,71,8,1
2017/4/28,14.7,8,1,21.8,8,1,7.2,8,1,0.0,0,8,1,12.0,0,8,1,0,1,8,1,46,8,1
2017/4/29,17.2,8,1,23.8,8,1,10.9,8,1,0,1,8,1,9.3,0,8,1,0,1,8,1,43,8,1
2017/4/30,20.6,8,1,29.1,8,1,10.3,8,1,0,1,8,1,12.2,0,8,1,0,1,8,1,37,8,1
2017/5/1,14.1,8,1,18.9,8,1,10.0,8,1,9.5,0,8,1,2.5,0,8,1,0,1,8,1,79,8,1
2017/5/2,12.8,8,1,18.1,8,1,6.4,8,1,0,1,8,1,12.8,0,8,1,0,1,8,1,70,8,1
2017/5/3,14.9,8,1,21.2,8,1,8.3,8,1,0,1,8,1,8.2,0,8,1,0,1,8,1,72,8,1
2017/5/4,17.3,8,1,23.0,8,1,9.7,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,67,8,1
2017/5/5,19.2,8,1,27.7,8,1,12.2,8,1,0,1,8,1,8.1,0,8,1,0,1,8,1,69,8,1
2017/5/6,16.8,8,1,21.8,8,1,13.4,8,1,12.0,0,8,1,0.0,0,8,1,0,1,8,1,83,8,1
2017/5/7,17.5,8,1,22.5,8,1,11.3,8,1,0,1,8,1,12.0,0,8,1,0,1,8,1,51,8,1
2017/5/8,18.9,8,1,25.5,8,1,13.4,8,1,0,1,8,1,12.5,0,8,1,0,1,8,1,49,8,1
2017/5/9,14.7,8,1,18.2,8,1,11.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,84,8,1
2017/5/10,17.8,8,1,22.5,8,1,15.7,8,1,9.5,0,8,1,0.8,0,8,1,0,1,8,1,80,8,1
2017/5/11,18.3,8,1,22.7,8,1,15.4,8,1,11.0,0,8,1,1.1,0,8,1,0,1,8,1,80,8,1
2017/5/12,20.7,8,1,26.7,8,1,16.0,8,1,0.5,0,8,1,6.3,0,8,1,0,1,8,1,72,8,1
2017/5/13,16.3,8,1,19.0,8,1,15.0,8,1,7.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2017/5/14,18.9,8,1,24.9,8,1,12.6,8,1,0,1,8,1,6.5,0,8,1,0,1,8,1,74,8,1
2017/5/15,18.4,8,1,23.6,8,1,14.2,8,1,0.0,0,8,1,9.3,0,8,1,0,1,8,1,64,8,1
2017/5/16,16.0,8,1,21.9,8,1,12.0,8,1,0.0,0,8,1,9.2,0,8,1,0,1,8,1,69,8,1
2017/5/17,14.9,8,1,19.2,8,1,10.3,8,1,0.5,0,8,1,8.7,0,8,1,0,1,8,1,79,8,1
2017/5/18,16.3,8,1,20.2,8,1,12.5,8,1,0.0,0,8,1,11.8,0,8,1,0,1,8,1,78,8,1
2017/5/19,19.5,8,1,27.1,8,1,11.3,8,1,0,1,8,1,13.7,0,8,1,0,1,8,1,59,8,1
2017/5/20,23.4,8,1,31.7,8,1,16.7,8,1,0,1,8,1,13.1,0,8,1,0,1,8,1,48,8,1
2017/5/21,22.7,8,1,30.0,8,1,15.2,8,1,0,1,8,1,12.4,0,8,1,0,1,8,1,56,8,1
2017/5/22,22.6,8,1,29.6,8,1,15.5,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,67,8,1
2017/5/23,22.6,8,1,27.9,8,1,17.4,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,66,8,1
2017/5/24,20.1,8,1,22.2,8,1,18.3,8,1,0.0,0,8,1,0.0,0,8,1,0,1,8,1,82,8,1
2017/5/25,19.3,8,1,23.8,8,1,17.2,8,1,17.0,0,8,1,3.7,0,8,1,0,1,8,1,89,8,1
2017/5/26,18.9,8,1,26.7,8,1,16.0,8,1,3.0,0,8,1,3.8,0,8,1,0,1,8,1,81,8,1
2017/5/27,18.3,8,1,23.3,8,1,13.4,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,65,8,1
2017/5/28,18.2,8,1,24.0,8,1,14.0,8,1,0.0,0,8,1,8.7,0,8,1,0,1,8,1,69,8,1
2017/5/29,22.0,8,1,29.1,8,1,12.8,8,1,0,1,8,1,13.0,0,8,1,0,1,8,1,55,8,1
2017/5/30,25.0,8,1,33.3,8,1,17.5,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,57,8,1
2017/5/31,23.5,8,1,29.8,8,1,18.1,8,1,4.0,0,8,1,5.0,0,8,1,0,1,8,1,68,8,1
2017/6/1,20.9,8,1,25.6,8,1,18.1,8,1,6.0,0,8,1,8.5,0,8,1,0,1,8,1,81,8,1
2017/6/2,17.8,8,1,21.9,8,1,14.6,8,1,16.5,0,8,1,3.6,0,8,1,0,1,8,1,75,8,1
2017/6/3,15.5,8,1,18.9,8,1,12.7,8,1,0.0,0,8,1,1.3,0,8,1,0,1,8,1,74,8,1
2017/6/4,15.9,8,1,21.4,8,1,10.6,8,1,0.5,0,8,1,10.1,0,8,1,0,1,8,1,72,8,1
2017/6/5,17.1,8,1,22.9,8,1,11.3,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,67,8,1
2017/6/6,18.0,8,1,22.1,8,1,12.8,8,1,0,1,8,1,13.2,0,8,1,0,1,8,1,73,8,1
2017/6/7,21.5,8,1,24.5,8,1,16.2,8,1,1.0,0,8,1,0.0,0,8,1,0,1,8,1,61,8,1
2017/6/8,20.0,8,1,22.5,8,1,16.3,8,1,9.0,0,8,1,1.5,0,8,1,0,1,8,1,80,8,1
2017/6/9,21.1,8,1,28.6,8,1,14.4,8,1,0,1,8,1,11.3,0,8,1,0,1,8,1,66,8,1
2017/6/10,17.6,8,1,26.8,8,1,11.3,8,1,13.0,0,8,1,1.9,0,8,1,0,1,8,1,76,8,1
2017/6/11,16.9,8,1,22.4,8,1,9.8,8,1,0,1,8,1,14.1,0,8,1,0,1,8,1,65,8,1
2017/6/12,16.5,8,1,21.0,8,1,12.5,8,1,0.0,0,8,1,7.4,0,8,1,0,1,8,1,74,8,1
2017/6/13,16.4,8,1,18.1,8,1,14.3,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,77,8,1
2017/6/14,17.5,8,1,23.5,8,1,11.6,8,1,0,1,8,1,7.9,0,8,1,0,1,8,1,75,8,1
2017/6/15,21.4,8,1,28.8,8,1,11.4,8,1,0.0,0,8,1,10.5,0,8,1,0,1,8,1,55,8,1
2017/6/16,20.0,8,1,24.5,8,1,17.0,8,1,0.0,0,8,1,7.1,0,8,1,0,1,8,1,67,8,1
2017/6/17,19.1,8,1,23.4,8,1,17.1,8,1,0.0,0,8,1,8.6,0,8,1,0,1,8,1,78,8,1
2017/6/18,19.0,8,1,22.5,8,1,15.8,8,1,0,1,8,1,0.0,0,8,1,0,1,8,1,86,8,1
2017/6/19,20.9,8,1,27.4,8,1,14.4,8,1,0,1,8,1,12.3,0,8,1,0,1,8,1,78,8,1
2017/6/20,22.3,8,1,28.2,8,1,15.6,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,74,8,1
2017/6/21,20.6,8,1,24.8,8,1,17.8,8,1,11.0,0,8,1,0.9,0,8,1,0,1,8,1,85,8,1
2017/6/22,21.5,8,1,25.9,8,1,17.9,8,1,0,1,8,1,10.0,0,8,1,0,1,8,1,75,8,1
2017/6/23,22.7,8,1,28.9,8,1,17.1,8,1,0,1,8,1,11.6,0,8,1,0,1,8,1,75,8,1
2017/6/24,22.1,8,1,26.0,8,1,18.6,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,84,8,1
2017/6/25,19.8,8,1,21.6,8,1,17.7,8,1,18.0,0,8,1,0.0,0,8,1,0,1,8,1,97,8,1
2017/6/26,20.2,8,1,24.7,8,1,16.2,8,1,0.0,0,8,1,8.3,0,8,1,0,1,8,1,84,8,1
2017/6/27,20.9,8,1,24.2,8,1,17.7,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,84,8,1
2017/6/28,22.2,8,1,26.5,8,1,19.4,8,1,0,1,8,1,6.9,0,8,1,0,1,8,1,85,8,1
2017/6/29,24.8,8,1,29.7,8,1,20.4,8,1,0.5,0,8,1,7.6,0,8,1,0,1,8,1,83,8,1
2017/6/30,24.0,8,1,26.5,8,1,21.9,8,1,28.0,0,8,1,0.0,0,8,1,0,1,8,1,93,8,1
2017/7/1,23.4,8,1,26.1,8,1,21.2,8,1,116.5,0,8,1,0.0,0,8,1,0,1,8,1,96,8,1
2017/7/2,26.5,8,1,30.5,8,1,23.2,8,1,15.5,0,8,1,0.9,0,8,1,0,1,8,1,83,8,1
2017/7/3,27.7,8,1,35.0,8,1,23.1,8,1,35.5,0,8,1,6.0,0,8,1,0,1,8,1,79,8,1
2017/7/4,23.7,8,1,26.0,8,1,21.3,8,1,58.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2017/7/5,24.4,8,1,29.6,8,1,21.2,8,1,2.5,0,8,1,5.8,0,8,1,0,1,8,1,85,8,1
2017/7/6,23.8,8,1,28.0,8,1,20.3,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,78,8,1
2017/7/7,24.0,8,1,28.3,8,1,19.3,8,1,0,1,8,1,13.8,0,8,1,0,1,8,1,79,8,1
2017/7/8,26.4,8,1,31.5,8,1,18.9,8,1,0,1,8,1,11.8,0,8,1,0,1,8,1,71,8,1
2017/7/9,27.4,8,1,32.4,8,1,22.9,8,1,0,1,8,1,6.6,0,8,1,0,1,8,1,79,8,1
2017/7/10,28.2,8,1,33.1,8,1,23.3,8,1,0,1,8,1,8.4,0,8,1,0,1,8,1,76,8,1
2017/7/11,30.2,8,1,37.3,8,1,24.9,8,1,19.0,0,8,1,10.8,0,8,1,0,1,8,1,67,8,1
2017/7/12,26.5,8,1,32.4,8,1,24.5,8,1,25.0,0,8,1,2.1,0,8,1,0,1,8,1,90,8,1
2017/7/13,27.2,8,1,31.4,8,1,24.0,8,1,0.5,0,8,1,3.6,0,8,1,0,1,8,1,84,8,1
2017/7/14,28.3,8,1,32.8,8,1,23.3,8,1,0.0,0,8,1,8.4,0,8,1,0,1,8,1,77,8,1
2017/7/15,28.7,8,1,33.0,8,1,24.6,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,69,8,1
2017/7/16,26.8,8,1,30.6,8,1,23.7,8,1,20.5,0,8,1,0.1,0,8,1,0,1,8,1,82,8,1
2017/7/17,27.3,8,1,32.7,8,1,23.3,8,1,2.5,0,8,1,5.4,0,8,1,0,1,8,1,81,8,1
2017/7/18,27.8,8,1,33.2,8,1,24.3,8,1,0.0,0,8,1,6.4,0,8,1,0,1,8,1,74,8,1
2017/7/19,27.6,8,1,32.7,8,1,23.0,8,1,0,1,8,1,11.9,0,8,1,0,1,8,1,73,8,1
2017/7/20,28.9,8,1,34.0,8,1,23.4,8,1,0,1,8,1,11.5,0,8,1,0,1,8,1,74,8,1
2017/7/21,30.5,8,1,37.2,8,1,24.5,8,1,0,1,8,1,12.1,0,8,1,0,1,8,1,64,8,1
2017/7/22,30.4,8,1,34.7,8,1,27.5,8,1,0,1,8,1,2.7,0,8,1,0,1,8,1,64,8,1
2017/7/23,25.8,8,1,29.0,8,1,24.1,8,1,57.5,0,8,1,0.0,0,8,1,0,1,8,1,88,8,1
2017/7/24,26.7,8,1,30.1,8,1,24.6,8,1,53.5,0,8,1,0.0,0,8,1,0,1,8,1,89,8,1
2017/7/25,24.6,8,1,26.3,8,1,22.3,8,1,148.0,0,8,1,0.0,0,8,1,0,1,8,1,99,8,1
2017/7/26,24.6,8,1,28.3,8,1,22.0,8,1,14.0,0,8,1,3.6,0,8,1,0,1,8,1,85,8,1
2017/7/27,25.7,8,1,30.5,8,1,21.6,8,1,2.0,0,8,1,5.1,0,8,1,0,1,8,1,85,8,1
2017/7/28,27.2,8,1,32.8,8,1,24.5,8,1,1.5,0,8,1,4.2,0,8,1,0,1,8,1,86,8,1
2017/7/29,25.4,8,1,27.9,8,1,23.7,8,1,7.0,0,8,1,0.2,0,8,1,0,1,8,1,90,8,1
2017/7/30,26.6,8,1,29.7,8,1,23.9,8,1,0.0,0,8,1,0.8,0,8,1,0,1,8,1,85,8,1
2017/7/31,27.7,8,1,31.8,8,1,24.3,8,1,0,1,8,1,7.2,0,8,1,0,1,8,1,84,8,1
2017/8/1,26.2,8,1,29.7,8,1,23.9,8,1,0.0,0,8,1,1.0,0,8,1,0,1,8,1,85,8,1
2017/8/2,25.9,8,1,29.4,8,1,22.5,8,1,0,1,8,1,10.3,0,8,1,0,1,8,1,79,8,1
2017/8/3,27.4,8,1,31.5,8,1,23.1,8,1,0.0,0,8,1,10.6,0,8,1,0,1,8,1,78,8,1
2017/8/4,28.5,8,1,32.9,8,1,23.7,8,1,0,1,8,1,9.7,0,8,1,0,1,8,1,79,8,1
2017/8/5,29.3,8,1,33.8,8,1,24.7,8,1,0,1,8,1,12.7,0,8,1,0,1,8,1,79,8,1
2017/8/6,29.6,8,1,33.7,8,1,25.1,8,1,0,1,8,1,10.6,0,8,1,0,1,8,1,80,8,1
2017/8/7,30.2,8,1,33.6,8,1,27.7,8,1,0.0,0,8,1,7.6,0,8,1,0,1,8,1,69,8,1
2017/8/8,25.8,8,1,28.3,8,1,24.9,8,1,96.0,0,8,1,0.0,0,8,1,0,1,8,1,95,8,1
2017/8/9,26.2,8,1,29.2,8,1,22.8,8,1,11.5,0,8,1,1.6,0,8,1,0,1,8,1,89,8,1
2017/8/10,26.5,8,1,30.5,8,1,22.3,8,1,0.0,0,8,1,4.7,0,8,1,0,1,8,1,83,8,1
2017/8/11,27.5,8,1,30.6,8,1,25.3,8,1,0.0,0,8,1,6.1,0,8,1,0,1,8,1,86,8,1
2017/8/12,25.5,8,1,28.0,8,1,23.5,8,1,10.5,0,8,1,0.0,0,8,1,0,1,8,1,91,8,1
2017/8/13,25.7,8,1,30.3,8,1,22.9,8,1,24.5,0,8,1,3.5,0,8,1,0,1,8,1,84,8,1
2017/8/14,25.0,8,1,28.4,8,1,23.0,8,1,17.5,0,8,1,0.8,0,8,1,0,1,8,1,87,8,1
2017/8/15,25.5,8,1,28.4,8,1,22.5,8,1,0.0,0,8,1,0.5,0,8,1,0,1,8,1,82,8,1
2017/8/16,25.4,8,1,27.9,8,1,23.8,8,1,2.5,0,8,1,0.3,0,8,1,0,1,8,1,92,8,1
2017/8/17,27.2,8,1,31.4,8,1,23.3,8,1,0.0,0,8,1,7.7,0,8,1,0,1,8,1,80,8,1
2017/8/18,25.3,8,1,28.3,8,1,23.5,8,1,30.5,0,8,1,1.2,0,8,1,0,1,8,1,94,8,1
2017/8/19,26.3,8,1,32.1,8,1,23.0,8,1,0.0,0,8,1,6.3,0,8,1,0,1,8,1,83,8,1
2017/8/20,26.1,8,1,29.3,8,1,22.8,8,1,0,1,8,1,6.4,0,8,1,0,1,8,1,82,8,1
2017/8/21,28.0,8,1,32.5,8,1,22.7,8,1,0,1,8,1,9.6,0,8,1,0,1,8,1,78,8,1
2017/8/22,27.9,8,1,34.2,8,1,24.4,8,1,15.5,0,8,1,1.4,0,8,1,0,1,8,1,77,8,1
2017/8/23,27.6,8,1,32.0,8,1,24.4,8,1,0.5,0,8,1,2.6,0,8,1,0,1,8,1,84,8,1
2017/8/24,29.0,8,1,34.1,8,1,24.3,8,1,36.0,0,8,1,5.9,0,8,1,0,1,8,1,76,8,1
2017/8/25,26.5,8,1,29.8,8,1,24.7,8,1,51.0,0,8,1,0.5,0,8,1,0,1,8,1,89,8,1
2017/8/26,26.2,8,1,32.4,8,1,21.6,8,1,29.0,0,8,1,9.7,0,8,1,0,1,8,1,69,8,1
2017/8/27,24.7,8,1,28.8,8,1,20.8,8,1,0,1,8,1,11.1,0,8,1,0,1,8,1,72,8,1
2017/8/28,27.4,8,1,34.4,8,1,21.2,8,1,0,1,8,1,5.7,0,8,1,0,1,8,1,73,8,1
2017/8/29,28.0,8,1,34.8,8,1,22.5,8,1,19.5,0,8,1,7.0,0,8,1,0,1,8,1,75,8,1
